userId,name,countryCode
389875,VortexPython,NZ
98127,lordstyrax,AU
129958,Ciggith,AU
99852,twoheadedtasmani,AU
99818,vaelin,AU
111688,Pricklygoo,AU
99853,LostSonOfKrypton,AU
96078,flamesoldier,AU
114947,LilJuana,AU
208156,LouSagi_13,CH
385803,Stauffenberg,DE
333191,EmperorOfRomania,BG
364867,JBHolmess,US
150828,kejda,CZ
209300,SavageDiablo,IN
166826,bitteBAR,DE
94731,IcyTempest,KH
87642,Dr_Clone,NL
322429,Datakult,US
103959,sinisacolic,RS
202025,RosaEichel,DE
361688,r_oy_,DE
40599,Peak_Comedy,MD
374817,Volodymyr,UA
137583,102eskadrila,RS
389666,RogShotz,US
188326,[SMRT]DoaMADmanic,US
388528,Winchester_Magnum,KH
99063,ondra,CZ
350962,Leidra,GB
92194,RCG_on_YT,US
392630,Knull_0,US
267903,onoroboto,US
173271,Narukar,TR
312594,Snowflake22,AU
239006,PingpongNightshow,TH
13110,DIGit,US
163742,Nikkoton,FI
326180,bacondude17865,US
82811,[DmE]SlickLikeVik,BG
317749,thatguy11222,US
29255,Phalange,FR
317973,L3GION,US
167554,Tortoise,FI
9201,[APE]Dog1IsOpen,DK
5467,HelsHound,ZA
108330,CottonBuds,PH
79321,SuicidalWalnut,US
350454,Camellll,IT
333336,RainerUnfug,DE
371194,ViBrittannia,US
41086,Radgie,GB
373769,Flooories,US
48779,Blackbaro,BE
374120,Druleful,SE
58542,Swallowbug11,US
386861,Rainis,PL
226217,Kuuka,US
381163,Fel_,??
336062,Pizzadrach,AT
49810,Brobotto,SE
388555,b0rn,IS
233691,Moohy,EG
95643,RedMan2589,US
148181,zorn,DE
383268,ajtaY,HU
57235,AntsInMyEyes,AU
386250,Climber,CL
112052,Matta_tat_tat,US
187712,EasyCommand,US
176249,Mar_Blazer,AU
175319,Nova_Dreadnaught,US
284163,Itsonlyme,US
373835,NekoboyBlue,CA
251398,annoyswell,CA
144410,Shoreshire,US
200882,darksynth,US
393375,Mentalistic,CA
177576,tallon40,CA
373535,FetigePomes,AT
12830,GentlemanChris,PL
348998,BigtiddyRobots,AU
348977,Mortaz_Ironfist,AU
360437,robocod,GB
348947,eljocab,AU
386841,womaniser,SE
108251,Rabbit117,DE
80808,JernActual,US
349149,roseck,IT
242267,koen,NL
337112,Integritas,IE
373919,polewaj,MY
715,JabberWock,FR
319935,SalmonBar,HK
186586,Longdong,DE
195064,tonasaka,US
195088,EdoVision,US
218871,13erry,US
352579,macrooni,US
392993,stein00,DE
391600,DragonTHB,DE
390844,Grub1dge,GB
102002,Trollslayer,AU
390433,AcidRogue,BG
370202,PlatinumBlonde,PL
284836,ShadowEmber11,US
392437,Hiroshi97,MY
230474,[DYRA]Ep1cApple,RU
253133,mnt,DE
284152,gflow,NL
203747,nottora,JP
356043,JimmyQ82,AU
335315,ZonKY,NL
391393,GrillTofu,AU
142329,BOBI,MV
322923,BeerGoggles,GB
376247,zayzayy,US
76199,blizko,AU
342624,TikiJ,CA
13537,BANBO,US
98879,Juixy,US
391585,DoodleHero,US
374795,Alistar,AR
357540,AStrawHat,CA
373202,BlinkShot159,LV
335624,Isjoh,SE
67177,TDO,US
231932,jok,NL
385134,BillClintonx69,US
393189,TrashPanda12,US
369894,BokBokBok,AU
176695,Brentonamous,US
35234,SKFEM,US
207656,Rocksalt,DE
128073,Jacker4584,AU
387108,uwuaru,US
231878,Ammonix,CH
268141,RGBTQGuy,NL
34242,platospa,GB
363354,Moosey,AE
110702,[STUD]SimpleIdeas,AU
263055,sdwa61,CN
360724,conspirator,RU
